scenario_provider,scenario,scenario_type,scenario_geography,sector,technology,technology_type,price_unit,price_indicator,scenario_price,fuel_price,pathway_unit,scenario_pathway,scenario_capacity_factor,scenario_year,country_iso2_list,gap_filled_columns,fuel_for_price,lifetime_years,efficiency_decimal,capacity_additions_mw_per_yr,om_cost_usd_per_mw_per_yr,capital_cost_usd_per_mw,carbon_price_usd_per_tco2
WITCH 5.0,CO_CurPol,baseline,BRA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,39.44653437841956,19.74884371081625,MWh/yr,54045.04362313229,0.0615594223374987,2045,BR,,Gas,25.0,0.5131578947368421,0.1016776817488,14068.298,1089462.29,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,HydroCap,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,174157.279904472,0.4927858692165623,2045,BR,capital_cost_usd_per_mw(global),Hydro,45.0,1.0,6230.915691542939,75880.19,2751862.7,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,NuclearCap,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,6202.7456157718,0.8588183322560826,2045,BR,,Nuclear,40.0,1.0,219.581532600338,216914.600461226,4217276.954,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,OilCap,carbontech,USD/MWh,,39.44653437841956,61.40201797485353,MWh/yr,5595.58224293348,0.3964611872146117,2045,BR,"efficiency_decimal(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global)",Oil,,0.912279,0.0781738586616635,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,39.44653437841956,19.74884371081625,MWh/yr,5595.58224293348,0.3964611872146117,2045,BR,"efficiency_decimal(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global)",Gas,,0.912279,0.0781738586616635,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,SolarCap - CSP,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,3236.79397355682,0.4501518042585474,2045,BR,,Gas,25.0,1.0,330.394155911516,133039.574,2742034.9899504,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,SolarCap - PV,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,46193.0859590289,0.2145268151706149,2045,BR,,Gas,25.0,1.0,4928.18730546093,47478.84414,658437.488474684,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,WindCap,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,94693.197133989,0.4291653993674535,2045,BR,capital_cost_usd_per_mw(global),Wind,30.0,1.0,7506.860614063669,28138.4901264923,1807340.095117188,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,WindCap - Offshore,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,81.0,0.1611115057218557,2045,BR,,Gas,30.0,1.0,1.8900566236814,56228.8824,2569543.744604,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,WindCap - Onshore,greentech,USD/MWh,,39.44653437841956,0.0,MWh/yr,94612.197133989,0.4293948873831958,2045,BR,,Gas,30.0,1.0,7504.97055743999,28114.4412,971659.124329492,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,BiomassCap,carbontech,USD/MWh,,37.521277604509315,8.622359999999999,MWh/yr,15469.5782282286,0.7975417790470565,2050,BR,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global)",Biomass,40.0,0.264919,138.38504499263902,146700.7,1734348.426953125,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,0.5791622215654,0.8000000000000568,2050,BR,,Gas,25.0,0.303684210526316,0.0270767897758042,27471.952,4091105.368,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,15468.9990660071,0.7975416870107992,2050,BR,,Gas,25.0,0.3236842105263159,138.357968202863,23927.184,2215480.0,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,CoalCap,carbontech,USD/MWh,,37.521277604509315,11.916262534632196,MWh/yr,1170.98430484105,5.849194596526108e-09,2050,BR,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global)",Coal,40.0,0.46,0.2262898468089,45110.12082214356,1888163.7,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,2.4503191752434,1.3976373236790222e-06,2050,BR,,Gas,40.0,0.357349621536726,0.0936198628089159,28878.1365032724,3552337.55666667,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,1168.53398566581,2.9307299370460892e-09,2050,BR,,Gas,40.0,0.537609455629671,0.132669984,23927.184,1670028.824,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,GasCap,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,43003.5794201589,0.067496087433392,2050,BR,"efficiency_decimal(global),lifetime_years(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global)",Gas,35.0,0.192142,0.152233799039,14920.1135635376,477924.55,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,GasCap - w/ CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,1.0802677306823,1.0567311037741704e-06,2050,BR,,Gas,25.0,0.5131578947368421,0.0505561172901921,19385.449999999997,2191109.7199999997,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,GasCap - w/o CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,43002.49915242821,0.0674977829791181,2050,BR,,Gas,25.0,0.521052631578947,0.1016776817488,14068.298,1089462.29,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,HydroCap,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,182050.392101927,0.4940204351018752,2050,BR,capital_cost_usd_per_mw(global),Hydro,45.0,1.0,6230.915691542939,75880.19,2478236.214425048,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,NuclearCap,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,6403.3971419287,0.8573063669126496,2050,BR,,Nuclear,40.0,1.0,369.304894371211,215421.81972483,4217276.954,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,OilCap,carbontech,USD/MWh,,37.521277604509315,68.50270605651856,MWh/yr,4452.62478010001,0.3964611872146119,2050,BR,"efficiency_decimal(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global),fuel_price(global)",Oil,,0.910125,0.0781738586616635,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,OilCap - w/o CCS,carbontech,USD/MWh,,37.521277604509315,20.284890615325764,MWh/yr,4452.62478010001,0.3964611872146119,2050,BR,"efficiency_decimal(global),capital_cost_usd_per_mw(global),om_cost_usd_per_mw_per_yr(global)",Gas,,0.910125,0.0781738586616635,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,SolarCap - CSP,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,4230.72427370203,0.4513363897671727,2050,BR,,Gas,25.0,1.0,280.562564624475,133039.574,2605276.68823007,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,SolarCap - PV,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,61399.227476916705,0.2117043641961949,2050,BR,,Gas,25.0,1.0,4524.558644558008,47478.84414,612171.667813884,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,WindCap,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,115373.222933756,0.4239376593768165,2050,BR,capital_cost_usd_per_mw(global),Wind,30.0,1.0,7169.051182801941,28134.1794865737,1735455.3521472164,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,WindCap - Offshore,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,81.0,0.1611115057218557,2050,BR,,Gas,30.0,1.0,1.8900761460232,56228.8824,2432067.79073021,
WITCH 5.0,CO_CurPol,baseline,BRA,Power,WindCap - Onshore,greentech,USD/MWh,,37.521277604509315,0.0,MWh/yr,115292.222933756,0.4241223111937763,2050,BR,,Gas,30.0,1.0,7167.16110665592,28114.4412,931991.3494327768,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap,carbontech,USD/MWh,,45.88796854110096,15.119459999999998,MWh/yr,1122.8950031538002,0.7432117399419448,2025,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0616614318206443,174222.80000000002,3137617.6500000004,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,0.3216176509383,0.8000000000002333,2025,CA,,Gas,25.0,0.2905263157894739,0.0216614318206437,231441.225939962,5113881.7099999115,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,1122.57338550286,0.7431954700864187,2025,CA,,Gas,25.0,0.360526315789474,0.0400000000000007,221803.887939961,2769349.9999999497,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap,carbontech,USD/MWh,,45.88796854110096,10.8727886155896,MWh/yr,7977.038944039639,0.6661228473164711,2025,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.4390259999999999,0.1646244992179,56096.94999999999,1989471.2785931583,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,1.1101375579355002,3.0848947590020643e-06,2025,CA,,Gas,40.0,0.3459278196914088,0.0681087186631129,235339.42176892,4882917.91999988,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,7975.9288064817,0.6662155618559676,2025,CA,,Gas,40.0,0.3789766277484729,0.0965157805548547,221791.47899598104,2295569.60199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,14546.6506058539,0.151332835980908,2025,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,905.691511410625,16200.486843288072,484450.75,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/ CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,0.698647417807,1.6339465119598808e-06,2025,CA,,Gas,25.0,0.4947368421052628,0.0473754026909241,46414.30600000048,2338217.59199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/o CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,14545.9519584361,0.1513401044741517,2025,CA,,Gas,25.0,0.560526315789474,905.644136007934,33786.0700000004,1162573.12999997,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,HydroCap,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,85467.8015444464,0.5712421780589788,2025,CA,capital_cost_usd_per_mw,Hydro,45.0,1.0,3566.98021108419,94157.8999999987,2553436.877145515,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,NuclearCap,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,14142.8827904897,0.86739350756034,2025,CA,,Nuclear,40.0,1.0,247.699195784485,250630.501299227,4217276.954,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,OilCap,carbontech,USD/MWh,,45.88796854110096,41.77404541059472,MWh/yr,2936.66633429216,0.1969178082191779,2025,CA,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.931537,0.073233247894546,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,OilCap - w/o CCS,carbontech,USD/MWh,,45.88796854110096,23.245186644968435,MWh/yr,2936.66633429216,0.1969178082191779,2025,CA,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.931537,0.073233247894546,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,SolarCap - CSP,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,660.0,0.2417168811401688,2025,CA,,Gas,25.0,1.0,151.851504784584,133039.574,3903197.14361878,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,SolarCap - PV,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,47326.893680664594,0.1856410985969906,2025,CA,,Gas,25.0,1.0,6909.666823183559,47478.84414,929238.3246343492,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,22338.567616833,0.3841223828305835,2025,CA,capital_cost_usd_per_mw,Wind,30.0,1.0,3258.40617507292,33864.1085576473,1634206.448419755,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap - Offshore,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,80.9999999999999,0.2228398866903435,2025,CA,,Gas,30.0,1.0,1.9421473395971,67483.5208,3441008.75278091,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap - Onshore,greentech,USD/MWh,,45.88796854110096,0.0,MWh/yr,22257.567616833,0.3847093239740284,2025,CA,,Gas,30.0,1.0,3256.46402773332,33741.7604,1213320.3632095002,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap,carbontech,USD/MWh,,47.81777571092232,16.465500000000002,MWh/yr,893.7615697986329,0.7432313293131178,2030,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0616614318206443,165515.7,2961971.0749999997,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,0.3642085022798,0.8000000000000802,2030,CA,,Gas,25.0,0.293157894736842,0.0216614318206437,231441.225939962,5113881.7099999115,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,893.3973612963531,0.7432081866070546,2030,CA,,Gas,25.0,0.3631578947368419,0.0400000000000007,221803.887939961,2769349.9999999497,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap,carbontech,USD/MWh,,47.81777571092232,11.11042732444751,MWh/yr,6823.94610902973,0.3692114197026816,2030,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.44,0.1646244992179,53605.55,1990167.457355154,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,1.2900945661642,2.654578682886022e-06,2030,CA,,Gas,40.0,0.34821236414919,0.0681087186631129,235340.218818365,4882917.91999988,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,6822.6560144635705,0.3692812333090916,2030,CA,,Gas,40.0,0.379313121706365,0.0965157805548547,221791.47203806305,2295569.60199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,16102.7832133027,0.0704556159212727,2030,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,0.1426588710091,16200.07100682216,482748.6082040733,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/ CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,0.7927694282584,1.4399552640713597e-06,2030,CA,,Gas,25.0,0.498421052631579,0.0473754026909241,46414.30600000048,2338217.59199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/o CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,16101.9904438744,0.0704590846798089,2030,CA,,Gas,25.0,0.5631578947368421,0.0952834683182492,33786.0700000004,1162573.12999997,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,HydroCap,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,91887.122481395,0.5574143732225407,2030,CA,capital_cost_usd_per_mw,Hydro,45.0,1.0,3566.98021108419,94157.8999999987,2561545.7,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,NuclearCap,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,13335.5446884243,0.864333220013847,2030,CA,,Nuclear,40.0,1.0,222.611479446862,253798.236804058,4217276.954,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,OilCap,carbontech,USD/MWh,,47.81777571092232,50.91336,MWh/yr,2336.981887467,0.1969178082191784,2030,CA,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.927255,0.073233247894546,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,OilCap - w/o CCS,carbontech,USD/MWh,,47.81777571092232,23.74294013049881,MWh/yr,2336.981887467,0.1969178082191784,2030,CA,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.927255,0.073233247894546,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,SolarCap - CSP,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,1290.48650305914,0.2408836503786107,2030,CA,,Gas,25.0,1.0,180.621629714076,133039.574,3491786.84913483,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,SolarCap - PV,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,72215.25680729571,0.1764826652290474,2030,CA,,Gas,25.0,1.0,6496.44856726739,47478.84414,845304.0256573489,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,34658.414431595804,0.4039849095846509,2030,CA,capital_cost_usd_per_mw,Wind,30.0,1.0,2338.7294579321497,33820.618092633194,1551296.6856856546,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap - Offshore,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,80.9999999999999,0.2228398866903435,2030,CA,,Gas,30.0,1.0,1.942150464738,67483.5208,3117562.33742195,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap - Onshore,greentech,USD/MWh,,47.81777571092232,0.0,MWh/yr,34577.4144315957,0.4044092544090306,2030,CA,,Gas,30.0,1.0,2336.78730746741,33741.7604,1125262.8439074298,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap,carbontech,USD/MWh,,48.31046410751604,15.74064,MWh/yr,711.4470942368158,0.7432559301410997,2035,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0616614318206443,156808.5,2786324.45,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,0.3980967420375,0.8000000000000893,2035,CA,,Gas,25.0,0.295789473684211,0.0216614318206437,231441.225939962,5113881.7099999115,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,711.0489974947791,0.7432241606998652,2035,CA,,Gas,25.0,0.365789473684211,0.0400000000000007,221803.887939961,2769349.9999999497,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap,carbontech,USD/MWh,,48.31046410751604,11.33274597324606,MWh/yr,5837.653540652339,0.2979706934035442,2035,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.45,0.1646244992179,51114.149999999994,1990961.545594066,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,1.4440199522688,2.3716137224183486e-06,2035,CA,,Gas,40.0,0.350496741854178,0.0681087186631129,235340.742937906,4882917.91999988,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,5836.209520700071,0.2980444180017242,2035,CA,,Gas,40.0,0.3796501943986171,0.0965157805548547,221791.463904681,2295569.60199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,12813.2061446165,0.0628576342551066,2035,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,0.1426588710091,16200.072656200626,482690.3585767792,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/ CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,0.867659437643,1.315668869477818e-06,2035,CA,,Gas,25.0,0.502105263157895,0.0473754026909241,46414.30600000048,2338217.59199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/o CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,12812.3384851788,0.0628618909236378,2035,CA,,Gas,25.0,0.56578947368421,0.0952834683182492,33786.0700000004,1162573.12999997,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,HydroCap,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,97449.0413191002,0.5469065257186341,2035,CA,capital_cost_usd_per_mw,Hydro,45.0,1.0,3566.98021108419,94157.8999999987,2581074.8859490925,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,NuclearCap,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,12519.5532335774,0.8621829131372629,2035,CA,,Nuclear,40.0,1.0,227.766178700847,255016.57153421495,4217276.954,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,OilCap,carbontech,USD/MWh,,48.31046410751604,47.14668,MWh/yr,1859.8312865067296,0.1923619513070133,2035,CA,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Oil,,0.922972,0.073233247894546,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,OilCap - w/o CCS,carbontech,USD/MWh,,48.31046410751604,24.251262201514297,MWh/yr,1859.8312865067296,0.1923619513070133,2035,CA,"efficiency_decimal,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,,0.922972,0.073233247894546,13084.6,436155.1,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,SolarCap - CSP,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,1935.93492888621,0.2405928437999699,2035,CA,,Gas,25.0,1.0,173.156754945037,133039.574,3172332.62349416,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,SolarCap - PV,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,89955.92814375271,0.1732290669150888,2035,CA,,Gas,25.0,1.0,7666.74966107363,47478.84414,775469.4093931359,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,40186.2905692895,0.4034367602956326,2035,CA,capital_cost_usd_per_mw,Wind,30.0,1.0,3066.1274698331804,33809.7707227664,1493729.685006899,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap - Offshore,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,80.9999999999999,0.2228398866903435,2035,CA,,Gas,30.0,1.0,1.9415015848354,67483.5208,2900112.66691979,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,WindCap - Onshore,greentech,USD/MWh,,48.31046410751604,0.0,MWh/yr,40105.2905692895,0.4038015088501096,2035,CA,,Gas,30.0,1.0,3064.18596824835,33741.7604,1065055.80320437,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap,carbontech,USD/MWh,,48.142261149915974,12.47112,MWh/yr,566.3850336170569,0.743286818321287,2040,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr,fuel_price",Biomass,40.0,0.3637935,0.0616614318206443,148101.40000000002,2449423.15,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/ CCS,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,0.4250605795215,0.8000000000000806,2040,CA,,Gas,25.0,0.298421052631579,0.0216614318206437,231441.225939962,5113881.7099999115,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,BiomassCap - w/o CCS,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,565.959973037536,0.7432442242527685,2040,CA,,Gas,25.0,0.368421052631579,0.0400000000000007,221803.887939961,2769349.9999999497,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap,carbontech,USD/MWh,,48.142261149915974,11.539937612485907,MWh/yr,4994.0328009327,0.3649172414076239,2040,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Coal,40.0,0.45,0.1646244992179,48622.7,1991904.13194437,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/ CCS,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,1.5756793120274,2.1734483077271136e-06,2040,CA,,Gas,40.0,0.352781023174229,0.0681087186631129,235341.10998818095,4882917.91999988,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,CoalCap - w/o CCS,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,4992.45712162067,0.3650324129772988,2040,CA,,Gas,40.0,0.379987957214763,0.0965157805548547,221791.454397499,2295569.60199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,10195.7901293461,0.0762902626900818,2040,CA,"efficiency_decimal,lifetime_years,capital_cost_usd_per_mw,om_cost_usd_per_mw_per_yr",Gas,35.0,0.192142,0.1426588710091,16200.074729114282,482604.51397575944,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/ CCS,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,0.9272471310923,1.23112002522e-06,2040,CA,,Gas,25.0,0.50578947368421,0.0473754026909241,46414.30600000048,2338217.59199994,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,GasCap - w/o CCS,carbontech,USD/MWh,,48.142261149915974,24.76551698362458,MWh/yr,10194.862882215,0.076297201359731,2040,CA,,Gas,25.0,0.5684210526315789,0.0952834683182492,33786.0700000004,1162573.12999997,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,HydroCap,greentech,USD/MWh,,48.142261149915974,0.0,MWh/yr,102268.077703333,0.5387263265417969,2040,CA,capital_cost_usd_per_mw,Hydro,45.0,1.0,3566.98021108419,94157.8999999987,2591567.6572568985,
WITCH 5.0,CO_CurPol,baseline,CAN,Power,NuclearCap,greentech,USD/MWh,,48.142261149915974,0.0,MWh/yr,11847.3722518212,0.8597842908352719,2040,CA,,Nuclear,40.0,1.0,135.157776203859,257552.69219787695,4217276.954,
