Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CH4|Energy|Demand|Industry,Mt CH4/yr,0.62778715,0.654089435,0.67072706,0.572641563,0.489116665,0.411163567,0.31440561,0.205818687,0.119958148,0.07944789,0.051923678,0.036587898,0.025033979,0.025096141,0.025911114,0.028091049,0.031640567
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CH4|Energy|Demand|Residential and Commercial,Mt CH4/yr,4.895683111,4.283748096,3.923607317,3.085544096,2.52700519,1.974112316,1.189394899,0.59775263,0.328293805,0.226562164,0.161885382,0.135242258,0.105829973,0.135836471,0.15126327,0.154129393,0.162463456
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CH4|Energy|Demand|Transportation,Mt CH4/yr,0.88592281,0.822676911,0.772966268,0.684842343,0.614143428,0.557035466,0.454249756,0.333690869,0.241460078,0.206316072,0.18488323,0.17967382,0.175711726,0.184196071,0.193101741,0.202982452,0.214606705
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CH4|Energy|Supply,Mt CH4/yr,32.75547645,32.19403216,37.48050728,26.4878258,21.37561601,15.81332537,10.99505963,7.23483444,4.463230811,3.232043482,2.348030646,1.932668801,1.675167074,1.785431977,1.830543807,1.674085575,1.542272106
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CH4|Other,Mt CH4/yr,30.97823927,31.31877738,31.18243,28.31274775,26.4586268,24.50769418,22.89670635,20.93429068,19.10766443,17.86611689,16.5820586,15.58811176,14.45408142,13.8867111,13.16145752,12.37381215,11.55498271
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO,Mt CO/yr,285.1284745,241.2787866,212.9131546,169.1173042,146.303733,130.7983848,109.3184196,80.23034575,66.62446399,58.21681206,54.1519036,51.91452499,49.84233605,51.96696469,51.79269567,52.3583816,53.37084286
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2,Mt CO2/yr,19339.54324,20424.49075,21310.01434,17790.60637,14049.3432,10392.08034,6915.163072,3739.134008,494.9184841,-277.1909411,-975.5758582,-1255.171844,-1517.606264,-1495.157806,-1463.517431,-1426.448495,-1399.202858
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|AFOLU,Mt CO2/yr,458.7246125,418.9996695,389.2380304,255.9918784,122.356362,-11.57162423,-144.53705,-145.0726595,-143.8648805,-144.4209458,-144.4112012,-144.18956,-143.9140019,-143.6651019,-143.4814809,-143.3586554,-143.2769494
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy,Mt CO2/yr,17748.84106,18816.73397,19646.96439,16553.80712,13140.27937,9761.521218,6638.891968,3690.236618,791.6809594,117.8242291,-461.9560285,-685.9644856,-864.2891992,-838.4994198,-842.5455122,-830.9425666,-826.3110933
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,18880.81863,20005.49108,20920.77631,17534.61449,13926.98684,10403.65197,7059.700122,3884.206667,638.7833646,-132.7699953,-831.164657,-1110.982284,-1373.692262,-1351.492704,-1320.03595,-1283.08984,-1255.925908
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand,Mt CO2/yr,9197.069522,9924.358702,10469.19049,8980.635083,7893.236677,6859.24603,5169.250519,3334.218146,1889.444424,1387.394356,1017.911456,809.1923105,629.18187,688.4146853,761.1339113,829.8698122,907.9381846
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,5980.250199,6354.266971,6564.262935,5594.925737,4743.020066,4003.495849,3077.33962,2009.384871,1102.98886,745.8725563,477.3340663,321.4998409,215.9812993,206.2766889,206.1206545,216.0899548,237.6859869
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry|Cement,Mt CO2/yr,647.3601653,659.6203816,689.609093,562.9614428,518.1797868,467.5683808,388.9068205,313.4890128,134.5906564,105.6432402,79.74529273,61.30051366,47.97806657,49.95508937,51.01952355,51.36115237,53.03187688
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry|Chemicals,Mt CO2/yr,715.397616,778.0945184,805.961953,701.2002328,536.9105825,417.0562665,269.7475257,93.97983479,35.16480044,15.7320443,3.857042996,-5.000536051,-12.21611409,-14.01929121,-14.21782247,-14.09947086,-13.43125728
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry|Chemicals|Ammonia,Mt CO2/yr,264.0904548,274.8277119,275.1932741,244.1143279,193.928216,159.7405372,92.80057748,31.43196598,21.90705597,14.81055444,10.6940247,8.585988073,7.575882525,7.264772762,7.247016581,7.277000865,7.315899636
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry|Non-ferrous metals,Mt CO2/yr,45.8382442,57.16700053,64.99374496,65.01155111,61.36534146,58.07574694,53.38753505,45.46329967,33.94045491,24.60411243,17.44255021,13.57179055,11.16134982,10.17531675,9.673283268,9.297459767,9.026097745
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry|Other,Mt CO2/yr,2219.395575,2624.774623,2996.333839,2906.914527,2748.219814,2542.681077,2127.217428,1417.003733,794.193427,511.6648045,303.4640253,190.7616389,118.9973358,117.4550231,123.1470632,138.0097374,161.2942871
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Industry|Steel,Mt CO2/yr,2352.258598,2234.610448,2007.364305,1358.837983,878.3445414,518.1143777,238.0803106,139.4489909,105.0995217,88.22835484,72.82515499,60.86643391,50.0606612,42.71055085,36.49860688,31.52107607,27.76498246
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Residential and Commercial,Mt CO2/yr,844.2153032,997.1657152,1205.583755,855.4405019,771.4119753,649.3562095,370.4337538,167.1900084,86.09669963,76.77334885,66.27792067,60.23088654,48.96185581,68.14044937,83.36875636,92.98368523,103.9084085
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Residential and Commercial|Commercial,Mt CO2/yr,297.6367438,355.013666,442.6910651,289.5322584,261.3678884,221.7761648,130.7581475,66.42057295,37.31233071,32.23320234,25.88718834,21.81898101,17.04637533,23.75468188,29.81690419,34.53582018,39.15369545
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Residential and Commercial|Residential,Mt CO2/yr,546.5785595,642.1520492,762.8926903,565.9082436,510.0440868,427.5800447,239.6756063,100.7694354,48.78436891,44.54014652,40.39073233,38.41190553,31.91548048,44.38576749,53.55185217,58.44786505,64.75471301
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Transportation,Mt CO2/yr,2372.60402,2572.926015,2699.343803,2530.268844,2378.804635,2206.393972,1721.477145,1157.643267,700.3588641,564.7484508,474.2994692,427.461583,364.2387149,413.997547,471.6445004,520.7961722,566.3437893
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Transportation|Freight,Mt CO2/yr,1287.14953,1469.462923,1596.75326,1522.283147,1442.716585,1331.784413,1017.227238,659.7808384,358.5153749,255.9707242,205.838965,190.31253,174.6362217,190.6510251,220.1760534,242.7656823,259.7384175
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Demand|Transportation|Passenger,Mt CO2/yr,1085.45449,1103.463092,1102.590543,1007.985697,936.0880497,874.6095586,704.2499071,497.8624281,341.8434892,308.7777266,268.4605042,237.149053,189.6024932,223.346522,251.468447,278.03049,306.6053718
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply,Mt CO2/yr,8551.771535,8892.375269,9177.773897,7573.172034,5247.042691,2902.275188,1469.641449,356.0184724,-1097.763465,-1269.570127,-1479.867485,-1495.156796,-1493.471069,-1526.914105,-1603.679423,-1660.812379,-1734.249278
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,7789.552933,7940.819215,7989.660406,6571.004101,4323.72138,2079.704411,957.7107624,518.5988215,243.4719461,24.70734675,-140.5526511,-169.9874554,-129.5133134,-234.6388563,-395.7210372,-630.4926444,-906.1194961
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply|Gases,Mt CO2/yr,56.43884301,82.7417304,114.9949943,90.06897181,84.02247619,72.53307332,44.87619482,36.23735267,28.32096335,24.34212096,20.33244365,18.29641422,16.84688927,18.36537844,19.85426368,21.14769643,22.37598565
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply|Heat,Mt CO2/yr,390.5435002,497.2292839,613.9839021,419.1853813,335.863711,280.8025993,177.0280847,35.55863538,2.566703361,4.251112879,3.954158241,3.437951738,2.642475535,3.255976954,3.751379991,4.083804211,4.549706216
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply|Liquids,Mt CO2/yr,315.2367279,350.5535138,377.4040927,377.2342493,373.4040197,341.2277277,231.3376356,157.461649,-305.3757602,-487.0155744,-673.8476695,-742.0799238,-823.1190893,-815.1834167,-716.4892921,-625.0435511,-570.4612139
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply|Other Sector,Mt CO2/yr,0,21.03190981,81.73050307,115.6797573,130.0317067,128.0075522,58.68926083,-391.837743,-1066.7473,-835.8551006,-689.7537187,-604.8237301,-560.3280088,-498.7131735,-515.0747077,-430.507668,-284.5942081
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Energy|Supply|Solids,Mt CO2/yr,-0.000469333,-0.000383532,-1.47E-06,-0.0004268,-0.0006028,-0.0001749,-0.000489389,-0.0002431,-1.75E-05,-3.24E-05,-4.73E-05,-5.28E-05,-2.26E-05,-1.40E-05,-3.01E-05,-1.60E-05,-5.17E-05
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO2|Industrial Processes,Mt CO2/yr,1131.977572,1188.757106,1273.811924,980.8073772,786.707469,642.130748,420.808154,193.9700489,-152.8975948,-250.5942244,-369.2086285,-425.0177981,-509.403063,-512.9932838,-477.4904374,-452.1472733,-429.614815
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO|AFOLU,Mt CO/yr,32.02906378,32.96168417,27.68771362,26.28773813,28.90296238,33.01246623,32.28142567,21.67731585,23.4281178,20.5539398,19.87252981,19.56349429,19.38384508,21.18318936,20.52571373,20.19499726,19.80614543
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO|Energy,Mt CO/yr,213.8983465,172.0196789,150.806165,112.1250121,89.1700153,71.69347444,53.45576129,36.87615016,23.36536125,18.42850634,15.53275004,14.24636994,13.12856082,14.18556084,15.43565937,16.97266972,18.71718469
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO|Energy|Demand|Industry,Mt CO/yr,39.63725113,37.6538511,37.12265017,30.47195791,24.97129477,20.26026338,15.35514447,10.18669859,4.942434217,3.090659665,1.963699996,1.333754241,0.875469877,0.944364008,0.989299167,1.064909189,1.193157231
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO|Energy|Demand|Residential and Commercial,Mt CO/yr,96.677718,67.25991548,52.89627726,29.91507638,20.17300508,13.10204149,7.795532705,4.038248638,1.973697202,1.197840149,0.726792483,0.498216088,0.335133266,0.346980243,0.329833665,0.300849292,0.281549827
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO|Energy|Demand|Transportation,Mt CO/yr,59.21302511,52.07148571,47.68912687,41.982067,37.08006578,33.62211825,27.56523122,20.23704809,14.50264563,12.02790312,10.53099443,10.11980034,9.849703561,10.30061635,10.83118989,11.43789881,12.1463114
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|CO|Energy|Supply,Mt CO/yr,18.37035228,15.03442661,13.09811069,9.755910859,6.945649663,4.70905132,2.739852898,2.414154843,1.946584203,2.112103408,2.311263125,2.294599273,2.068254112,2.593600243,3.285336644,4.169012428,5.096166236
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|F-Gases,Mt CO2-equiv/yr,602.4981689,785.681736,999.7472682,922.0768932,856.1807162,759.5253863,638.1261258,516.456719,464.9973649,496.3588861,501.6993731,498.3089966,484.3086046,478.0819253,464.8489004,449.5645431,436.6516406
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC,kt HFC134a-equiv/yr,168.6690839,207.9289067,262.7908142,233.4361464,206.1769781,164.2467535,122.4026343,79.20255982,65.21819613,70.85299419,71.10282342,69.71417934,66.89998382,66.94781074,65.55154778,63.53250237,62.00415395
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC125,kt HFC125/yr,25.9102598,39.788339,56.9417493,53.8413976,49.6642219,43.5475278,35.42057962,24.3163104,19.145574,22.312413,23.191173,23.421036,22.788599,23.00726,22.613394,21.938279,21.484937
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC134a,kt HFC134a/yr,89.67332113,96.74697171,113.8439444,91.96973999,74.24502251,46.10018668,23.41334047,5.55618693,4.03287452,3.31820306,2.57849307,1.82101624,1.35336426,1.32810801,1.30628753,1.28827652,1.27765965
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC143a,kt HFC143a/yr,28.0280777,43.0744581,61.6701484,58.3086598,53.783333,47.1576157,38.35611381,26.3299992,20.73086,24.159944,25.111475,25.360444,24.675558,24.912392,24.485823,23.754794,23.263919
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC227ea,kt HFC227ea/yr,0.40526772,0.41538127,0.48291235,0.48776217,0.48975233,0.48916903,0.48692748,0.47558337,0.45365941,0.41254392,0.39587283,0.37904502,0.35769525,0.3294645,0.29077583,0.23554642,0.153676955
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC23,kt HFC23/yr,11.14847546,13.57671491,15.48715086,15.54848112,15.5695671,15.61052686,14.96432007,14.62451425,14.12921404,14.43420846,14.37818657,14.16818841,13.77941883,13.45225447,13.0438034,12.65133483,12.29448231
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC245fa,kt HFC245fa/yr,0.12498307,0.14882752,0.28122461,0.31980237,0.35686802,0.39348305,0.43744736,0.48725621,0.54012625,0.59422033,0.64639904,0.6963288,0.74164395,0.78586086,0.82584646,0.86184115,0.89344595
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|HFC|HFC32,kt HFC32/yr,2.0455659,3.14178476,4.49664509,4.25194626,3.92208827,3.439141408,2.797360223,1.92048919,1.512131,1.7622562,1.8316583,1.8498145,1.7998659,1.8171363,1.7860224,1.7327068,1.6968974
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases,Mt CO2-equiv/yr,24641.86488,26027.08271,27378.3852,23304.81792,19227.93127,15145.27521,11237.84649,7632.257678,4150.999281,3292.310107,2507.85201,2177.158804,1851.317536,1835.624693,1793.737838,1742.861399,1688.647708
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|AFOLU,Mt CO2-equiv/yr,3094.633707,3171.853364,3217.956963,3103.891029,2935.567813,2730.379761,2514.10834,2388.112477,2344.668409,2300.527529,2273.755106,2268.364343,2259.322858,2239.248912,2197.380885,2150.164996,2106.984003
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Cement,Mt CO2-equiv/yr,1571.271468,1595.433524,1659.665342,1329.112045,1130.278145,976.6209451,792.4161659,534.9499354,254.7004597,203.3300722,150.3711122,117.2052955,98.07195797,98.45173805,98.39469718,98.169818,100.3499278
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Chemicals,Mt CO2-equiv/yr,794.2461325,862.9730767,897.7588968,770.5930839,591.7717531,453.4393647,260.6134311,61.38344671,-158.529007,-231.9728087,-290.2463483,-321.6784002,-376.8701917,-380.0136419,-354.3209586,-335.6055599,-323.1282425
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Electricity,Mt CO2-equiv/yr,7890.711551,8049.464068,8103.156384,6665.566382,4393.273122,2127.406811,995.9004792,561.1840115,289.3856699,72.48549447,-91.39741173,-119.9615226,-79.31899469,-185.1856323,-347.3719585,-583.0192004,-859.5968989
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Industry,Mt CO2-equiv/yr,7476.943657,7982.133029,8376.016698,6983.34547,5904.956172,4984.612303,3811.324217,2499.160167,1227.78731,771.3131269,377.1072372,157.3623615,-41.67677907,-62.14757747,-35.57531814,-8.905593773,24.40571109
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Other,Mt CO2-equiv/yr,856.3122789,865.2107302,862.0296702,790.1246754,744.296478,695.3605632,652.5172201,597.2182228,546.2623141,511.596728,475.4389409,446.7857652,414.520224,398.3169873,377.7649324,355.5194291,332.3645099
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Other Energy Supply,Mt CO2-equiv/yr,1574.452502,1750.126457,2120.006135,1670.874696,1474.396308,1236.585543,784.4397608,15.6136503,-1231.596394,-1215.163239,-1282.027656,-1278.265048,-1323.223039,-1248.849408,-1163.420344,-989.7148789,-787.9831579
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Other Industry,Mt CO2-equiv/yr,2705.652385,3225.254314,3740.926673,3457.009204,3241.516859,2977.400133,2466.352629,1717.63272,992.3844887,686.9862922,426.6125566,287.3166753,175.8336611,166.46866,174.1210718,187.6536435,210.3347665
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Steel,Mt CO2-equiv/yr,2359.830037,2241.143947,2012.458076,1361.376841,879.7680833,518.8191556,238.3150462,139.5236232,105.125851,88.24088611,72.83482105,60.87610364,50.06925921,42.71935544,36.50789117,31.53120497,27.77589294
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Supply,Mt CO2-equiv/yr,9465.164053,9799.590525,10223.16252,8336.441078,5867.669429,3363.992355,1780.34024,576.7976618,-942.2107245,-1142.677744,-1373.425068,-1398.226571,-1402.542034,-1434.03504,-1510.792302,-1572.734079,-1647.580057
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|Kyoto Gases|Transportation,Mt CO2-equiv/yr,2418.496945,2618.388006,2742.908229,2568.218673,2413.79938,2239.011592,1748.571264,1178.12662,715.6513543,578.4852996,487.0550623,440.0034551,376.4000317,427.1938904,485.6637517,535.5811831,581.9582132
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|N2O,kt N2O/yr,4219.085331,4509.797146,4892.925376,4663.039066,4719.314186,4802.693858,4813.050582,4575.523592,4479.307094,4429.674002,4396.628957,4403.29175,4413.25068,4423.42377,4392.595177,4347.286561,4310.527639
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|N2O|AFOLU,kt N2O/yr,3177.681412,3394.952257,3587.063556,3771.626961,3972.403929,4231.788124,4377.962793,4204.110292,4158.213688,4135.523559,4127.78217,4153.417159,4177.344659,4191.241926,4166.702454,4128.330174,4098.487606
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|N2O|Energy,kt N2O/yr,455.5869995,451.3396029,447.6317688,356.6509177,259.5768148,173.8496565,115.3471779,79.69450481,54.29451276,45.08731081,39.69868482,37.41755457,34.76885802,38.40856362,40.99883259,43.44900437,46.30515698
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|N2O|Other,kt N2O/yr,585.8169194,663.5052866,858.2300518,534.7611875,487.3334422,397.0560772,319.7406111,291.7187957,266.7988926,249.0631323,229.1481017,212.4570368,201.1371634,193.7732803,184.8938907,175.5073819,165.7348755
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3,Mt NH3/yr,34.65988119,37.24058454,39.46101484,41.87442623,44.25478809,46.89467904,48.36681349,46.79136673,46.26710776,45.81838851,45.63579671,45.74644722,45.79688841,45.54971428,45.00932364,44.3669432,43.79189056
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3|AFOLU,Mt NH3/yr,27.09647255,29.54014451,31.57955622,34.06205376,36.52395139,39.27637196,40.92936434,39.53188666,39.17981514,38.83510268,38.76813908,38.99761126,39.18870157,39.06114938,38.65328728,38.14613638,37.70531237
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3|Energy,Mt NH3/yr,1.591998274,1.430427337,1.351984655,1.138138293,0.943870767,0.753336715,0.558580575,0.385419088,0.251967482,0.179746856,0.129518452,0.101178974,0.076184376,0.083238124,0.087504781,0.092134927,0.09970577
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3|Energy|Demand|Industry,Mt NH3/yr,0.218800318,0.246315084,0.276574025,0.28320824,0.271941944,0.247189123,0.212372213,0.175605745,0.129090135,0.094797967,0.067898254,0.050630946,0.035590614,0.037538913,0.039413046,0.043082487,0.048953391
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3|Energy|Demand|Residential and Commercial,Mt NH3/yr,1.050711349,0.871970758,0.759703863,0.598039528,0.481487211,0.367406228,0.248245985,0.141021933,0.077397487,0.05222889,0.034734508,0.026049451,0.018812151,0.021348376,0.021928399,0.021224493,0.021019877
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3|Energy|Demand|Transportation,Mt NH3/yr,0.097981763,0.087421316,0.080115705,0.068761194,0.060702746,0.056548908,0.045843696,0.033640242,0.024025485,0.021172304,0.018769741,0.017399064,0.015406874,0.018561032,0.021047956,0.023327345,0.025587367
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NH3|Energy|Supply,Mt NH3/yr,0.224504843,0.224720179,0.235591062,0.188129332,0.129738866,0.082192456,0.052118682,0.035151169,0.021454375,0.011547696,0.008115948,0.007099513,0.006374737,0.005789802,0.005115379,0.004500602,0.004145135
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NOx,Mt NO2/yr,57.27514745,52.43667371,48.47246888,39.62063258,33.95703009,29.59303461,24.6487215,19.28810128,15.30803492,13.69381007,12.78076043,12.450631,12.15966145,12.55702382,12.82064144,13.09853066,13.44682057
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NOx|AFOLU,Mt NO2/yr,4.664320059,4.930332447,5.01114436,5.262220201,5.680940957,6.189154292,6.468508755,6.080757898,6.147454225,5.953646617,5.833405462,5.783426604,5.754701335,5.863889382,5.872389532,5.868789987,5.855260494
GCAM 6.0 NGFS,Delayed transition,Asia (R5),Emissions|NOx|Energy,Mt NO2/yr,51.0356523,46.13697922,42.22615931,33.23559178,27.23761041,22.44200132,17.29208387,12.38695616,8.405705734,7.037699805,6.291154734,6.05619888,5.837578016,6.16689692,6.460586449,6.776160394,7.162455307
